candidate_id,query_name,official_id,final_benchmark_group,g_class,design_pattern,collection_name,root_entity,db_name,documents_inserted,loaded_collections_json,elapsed_seconds,load_status,error_message
ldbc_snb_ic5_g0_f44bd6f8,IC5_NewGroups,IC5,primary,G0,root_with_references,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_ic5_g0_f44bd6f8,19999587,"{""persons"": 24328, ""forums"": 221792, ""posts"": 2597141, ""person_knows_person"": 565247, ""forum_has_member_person"": 4982242, ""forum_container_of_post"": 2597141, ""post_has_creator_person"": 2597141, ""comments"": 6413095, ""places"": 1460}",371.68378248700174,completed,
ldbc_snb_ic5_g3_45734260,IC5_NewGroups,IC5,primary,G3,root_with_references_or_summaries,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_ic5_g3_45734260,19999587,"{""persons"": 24328, ""forums"": 221792, ""posts"": 2597141, ""person_knows_person"": 565247, ""forum_has_member_person"": 4982242, ""forum_container_of_post"": 2597141, ""post_has_creator_person"": 2597141, ""comments"": 6413095, ""places"": 1460}",369.80111069898703,completed,
ldbc_snb_ic5_g4_69144c92,IC5_NewGroups,IC5,secondary_affected,G4,explicit_edge_collection,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_ic5_g4_69144c92,19999587,"{""persons"": 24328, ""forums"": 221792, ""posts"": 2597141, ""person_knows_person"": 565247, ""forum_has_member_person"": 4982242, ""forum_container_of_post"": 2597141, ""post_has_creator_person"": 2597141, ""comments"": 6413095, ""places"": 1460}",374.32267752700136,completed,
ldbc_snb_ic5_g6_733601c1,IC5_NewGroups,IC5,secondary_affected,G6,referenced_or_reverse_indexed_edges,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_ic5_g6_733601c1,19999587,"{""persons"": 24328, ""forums"": 221792, ""posts"": 2597141, ""person_knows_person"": 565247, ""forum_has_member_person"": 4982242, ""forum_container_of_post"": 2597141, ""post_has_creator_person"": 2597141, ""comments"": 6413095, ""places"": 1460}",369.7442936360021,completed,
ldbc_snb_ic5_g7_a2002d4c,IC5_NewGroups,IC5,secondary_affected,G7,containment_baseline,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_ic5_g7_a2002d4c,19999587,"{""persons"": 24328, ""forums"": 221792, ""posts"": 2597141, ""person_knows_person"": 565247, ""forum_has_member_person"": 4982242, ""forum_container_of_post"": 2597141, ""post_has_creator_person"": 2597141, ""comments"": 6413095, ""places"": 1460}",373.67577244801214,completed,
ldbc_snb_ic5_g9_7a7a63d2,IC5_NewGroups,IC5,secondary_affected,G9,hybrid_containment,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_ic5_g9_7a7a63d2,19999587,"{""persons"": 24328, ""forums"": 221792, ""posts"": 2597141, ""person_knows_person"": 565247, ""forum_has_member_person"": 4982242, ""forum_container_of_post"": 2597141, ""post_has_creator_person"": 2597141, ""comments"": 6413095, ""places"": 1460}",376.61661496799206,completed,
ldbc_snb_ic6_g0_f6a698ed,IC6_TagCoOccurrence,IC6,primary,G0,root_with_references,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_ic6_g0_f6a698ed,14666041,"{""persons"": 24328, ""posts"": 2597141, ""tags"": 16080, ""person_knows_person"": 565247, ""post_has_creator_person"": 2597141, ""post_has_tag"": 2229757, ""comments"": 6413095, ""forums"": 221792, ""places"": 1460}",299.59220642902073,completed,
ldbc_snb_ic6_g3_9a00a0b5,IC6_TagCoOccurrence,IC6,primary,G3,root_with_references_or_summaries,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_ic6_g3_9a00a0b5,14666041,"{""persons"": 24328, ""posts"": 2597141, ""tags"": 16080, ""person_knows_person"": 565247, ""post_has_creator_person"": 2597141, ""post_has_tag"": 2229757, ""comments"": 6413095, ""forums"": 221792, ""places"": 1460}",303.46730243600905,completed,
ldbc_snb_ic7_g0_39cfc8f6,IC7_RecentLikers,IC7,primary,G0,root_with_references,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_ic7_g0_39cfc8f6,26613162,"{""persons"": 24328, ""posts"": 2597141, ""comments"": 6413095, ""post_has_creator_person"": 2597141, ""comment_has_creator_person"": 6413095, ""person_likes_post"": 2498139, ""person_likes_comment"": 5281724, ""person_knows_person"": 565247, ""forums"": 221792, ""places"": 1460}",433.79187342501245,completed,
ldbc_snb_ic7_g3_d6d26f02,IC7_RecentLikers,IC7,primary,G3,root_with_references_or_summaries,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_ic7_g3_d6d26f02,26613162,"{""persons"": 24328, ""posts"": 2597141, ""comments"": 6413095, ""post_has_creator_person"": 2597141, ""comment_has_creator_person"": 6413095, ""person_likes_post"": 2498139, ""person_likes_comment"": 5281724, ""person_knows_person"": 565247, ""forums"": 221792, ""places"": 1460}",433.68975826899987,completed,
ldbc_snb_ic7_g4_5de4a081,IC7_RecentLikers,IC7,secondary_affected,G4,explicit_edge_collection,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_ic7_g4_5de4a081,26613162,"{""persons"": 24328, ""posts"": 2597141, ""comments"": 6413095, ""post_has_creator_person"": 2597141, ""comment_has_creator_person"": 6413095, ""person_likes_post"": 2498139, ""person_likes_comment"": 5281724, ""person_knows_person"": 565247, ""forums"": 221792, ""places"": 1460}",431.8791807630041,completed,
ldbc_snb_ic7_g6_084f8a43,IC7_RecentLikers,IC7,secondary_affected,G6,referenced_or_reverse_indexed_edges,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_ic7_g6_084f8a43,26613162,"{""persons"": 24328, ""posts"": 2597141, ""comments"": 6413095, ""post_has_creator_person"": 2597141, ""comment_has_creator_person"": 6413095, ""person_likes_post"": 2498139, ""person_likes_comment"": 5281724, ""person_knows_person"": 565247, ""forums"": 221792, ""places"": 1460}",435.04439295100747,completed,
ldbc_snb_ins1_g0_ffbfd07e,INS1_AddPerson,INS1,primary,G0,root_with_references,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_ins1_g0_ffbfd07e,9948617,"{""persons"": 24328, ""places"": 1460, ""tags"": 16080, ""organisations"": 7955, ""person_is_located_in_place"": 24328, ""person_has_interest_tag"": 569918, ""person_study_at_organisation"": 19497, ""person_work_at_organisation"": 53023, ""posts"": 2597141, ""comments"": 6413095, ""forums"": 221792}",249.55890209201607,completed,
ldbc_snb_ins1_g3_10a467d5,INS1_AddPerson,INS1,primary,G3,root_with_references_or_summaries,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_ins1_g3_10a467d5,9948617,"{""persons"": 24328, ""places"": 1460, ""tags"": 16080, ""organisations"": 7955, ""person_is_located_in_place"": 24328, ""person_has_interest_tag"": 569918, ""person_study_at_organisation"": 19497, ""person_work_at_organisation"": 53023, ""posts"": 2597141, ""comments"": 6413095, ""forums"": 221792}",250.2420553349948,completed,
ldbc_snb_ins2_g4_9fb1f96c,INS2_AddLikeToPost,INS2,primary,G4,explicit_edge_collection,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_ins2_g4_9fb1f96c,11755955,"{""persons"": 24328, ""posts"": 2597141, ""person_likes_post"": 2498139, ""comments"": 6413095, ""forums"": 221792, ""places"": 1460}",275.3085117879964,completed,
ldbc_snb_ins2_g6_f226f1c0,INS2_AddLikeToPost,INS2,primary,G6,referenced_or_reverse_indexed_edges,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_ins2_g6_f226f1c0,11755955,"{""persons"": 24328, ""posts"": 2597141, ""person_likes_post"": 2498139, ""comments"": 6413095, ""forums"": 221792, ""places"": 1460}",275.1096149639925,completed,
ldbc_snb_ins3_g4_9ec9f8f6,INS3_AddLikeToComment,INS3,primary,G4,explicit_edge_collection,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_ins3_g4_9ec9f8f6,14539540,"{""persons"": 24328, ""comments"": 6413095, ""person_likes_comment"": 5281724, ""posts"": 2597141, ""forums"": 221792, ""places"": 1460}",310.0065104899986,completed,
ldbc_snb_ins3_g6_c1c01729,INS3_AddLikeToComment,INS3,primary,G6,referenced_or_reverse_indexed_edges,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_ins3_g6_c1c01729,14539540,"{""persons"": 24328, ""comments"": 6413095, ""person_likes_comment"": 5281724, ""posts"": 2597141, ""forums"": 221792, ""places"": 1460}",310.3069582390017,completed,
ldbc_snb_ins4_g0_63b0def3,INS4_AddForum,INS4,primary,G0,root_with_references,forums,Forum,ldbc_snb_sf3_exec_clean_ldbc_snb_ins4_g0_63b0def3,10263070,"{""forums"": 221792, ""persons"": 24328, ""tags"": 16080, ""forum_has_moderator_person"": 221792, ""forum_has_tag"": 767382, ""posts"": 2597141, ""comments"": 6413095, ""places"": 1460}",262.450668053003,completed,
ldbc_snb_ins4_g3_b5f0ac72,INS4_AddForum,INS4,primary,G3,root_with_references_or_summaries,forums,Forum,ldbc_snb_sf3_exec_clean_ldbc_snb_ins4_g3_b5f0ac72,10263070,"{""forums"": 221792, ""persons"": 24328, ""tags"": 16080, ""forum_has_moderator_person"": 221792, ""forum_has_tag"": 767382, ""posts"": 2597141, ""comments"": 6413095, ""places"": 1460}",250.89870515998336,completed,
ldbc_snb_ins5_g4_79a744a2,INS5_AddForumMembership,INS5,primary,G4,explicit_edge_collection,forums,Forum,ldbc_snb_sf3_exec_clean_ldbc_snb_ins5_g4_79a744a2,14240058,"{""forums"": 221792, ""persons"": 24328, ""forum_has_member_person"": 4982242, ""posts"": 2597141, ""comments"": 6413095, ""places"": 1460}",309.15439810598036,completed,
ldbc_snb_ins5_g6_9496cfdb,INS5_AddForumMembership,INS5,primary,G6,referenced_or_reverse_indexed_edges,forums,Forum,ldbc_snb_sf3_exec_clean_ldbc_snb_ins5_g6_9496cfdb,14240058,"{""forums"": 221792, ""persons"": 24328, ""forum_has_member_person"": 4982242, ""posts"": 2597141, ""comments"": 6413095, ""places"": 1460}",304.986504460976,completed,
ldbc_snb_ins6_g0_50983b9d,INS6_AddPost,INS6,primary,G0,root_with_references,posts,Post,ldbc_snb_sf3_exec_clean_ldbc_snb_ins6_g0_50983b9d,19295076,"{""posts"": 2597141, ""persons"": 24328, ""forums"": 221792, ""places"": 1460, ""tags"": 16080, ""post_has_creator_person"": 2597141, ""forum_container_of_post"": 2597141, ""post_is_located_in_place"": 2597141, ""post_has_tag"": 2229757, ""comments"": 6413095}",347.3247629519901,completed,
ldbc_snb_ins6_g3_d110d93b,INS6_AddPost,INS6,primary,G3,root_with_references_or_summaries,posts,Post,ldbc_snb_sf3_exec_clean_ldbc_snb_ins6_g3_d110d93b,19295076,"{""posts"": 2597141, ""persons"": 24328, ""forums"": 221792, ""places"": 1460, ""tags"": 16080, ""post_has_creator_person"": 2597141, ""forum_container_of_post"": 2597141, ""post_is_located_in_place"": 2597141, ""post_has_tag"": 2229757, ""comments"": 6413095}",348.7433512120042,completed,
ldbc_snb_ins6_g7_2ba4aefb,INS6_AddPost,INS6,secondary_affected,G7,containment_baseline,posts,Post,ldbc_snb_sf3_exec_clean_ldbc_snb_ins6_g7_2ba4aefb,19295076,"{""posts"": 2597141, ""persons"": 24328, ""forums"": 221792, ""places"": 1460, ""tags"": 16080, ""post_has_creator_person"": 2597141, ""forum_container_of_post"": 2597141, ""post_is_located_in_place"": 2597141, ""post_has_tag"": 2229757, ""comments"": 6413095}",348.6488210610114,completed,
ldbc_snb_ins6_g9_0dad4d32,INS6_AddPost,INS6,secondary_affected,G9,hybrid_containment,posts,Post,ldbc_snb_sf3_exec_clean_ldbc_snb_ins6_g9_0dad4d32,19295076,"{""posts"": 2597141, ""persons"": 24328, ""forums"": 221792, ""places"": 1460, ""tags"": 16080, ""post_has_creator_person"": 2597141, ""forum_container_of_post"": 2597141, ""post_is_located_in_place"": 2597141, ""post_has_tag"": 2229757, ""comments"": 6413095}",349.6972467879532,completed,
ldbc_snb_ins7_g0_1f628fad,INS7_AddComment,INS7,primary,G0,root_with_references,comments,Comment,ldbc_snb_sf3_exec_clean_ldbc_snb_ins7_g0_1f628fad,36939599,"{""comments"": 6413095, ""persons"": 24328, ""posts"": 2597141, ""places"": 1460, ""tags"": 16080, ""comment_has_creator_person"": 6413095, ""comment_reply_of_post"": 3161867, ""comment_reply_of_comment"": 3251228, ""comment_is_located_in_place"": 6413095, ""comment_has_tag"": 8426418, ""forums"": 221792}",546.8568140990101,completed,
ldbc_snb_ins7_g3_e7300dd8,INS7_AddComment,INS7,primary,G3,root_with_references_or_summaries,comments,Comment,ldbc_snb_sf3_exec_clean_ldbc_snb_ins7_g3_e7300dd8,36939599,"{""comments"": 6413095, ""persons"": 24328, ""posts"": 2597141, ""places"": 1460, ""tags"": 16080, ""comment_has_creator_person"": 6413095, ""comment_reply_of_post"": 3161867, ""comment_reply_of_comment"": 3251228, ""comment_is_located_in_place"": 6413095, ""comment_has_tag"": 8426418, ""forums"": 221792}",544.1497967019677,completed,
ldbc_snb_ins7_g7_c86de251,INS7_AddComment,INS7,secondary_affected,G7,containment_baseline,comments,Comment,ldbc_snb_sf3_exec_clean_ldbc_snb_ins7_g7_c86de251,36939599,"{""comments"": 6413095, ""persons"": 24328, ""posts"": 2597141, ""places"": 1460, ""tags"": 16080, ""comment_has_creator_person"": 6413095, ""comment_reply_of_post"": 3161867, ""comment_reply_of_comment"": 3251228, ""comment_is_located_in_place"": 6413095, ""comment_has_tag"": 8426418, ""forums"": 221792}",544.621108405001,completed,
ldbc_snb_ins7_g9_bcd2ce9b,INS7_AddComment,INS7,secondary_affected,G9,hybrid_containment,comments,Comment,ldbc_snb_sf3_exec_clean_ldbc_snb_ins7_g9_bcd2ce9b,36939599,"{""comments"": 6413095, ""persons"": 24328, ""posts"": 2597141, ""places"": 1460, ""tags"": 16080, ""comment_has_creator_person"": 6413095, ""comment_reply_of_post"": 3161867, ""comment_reply_of_comment"": 3251228, ""comment_is_located_in_place"": 6413095, ""comment_has_tag"": 8426418, ""forums"": 221792}",545.7568961410434,completed,
ldbc_snb_ins8_g0_2acc6939,INS8_AddFriendship,INS8,primary,G0,root_with_references,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_ins8_g0_2acc6939,9823063,"{""persons"": 24328, ""person_knows_person"": 565247, ""posts"": 2597141, ""comments"": 6413095, ""forums"": 221792, ""places"": 1460}",247.1382377410191,completed,
ldbc_snb_ins8_g3_8e5c5f42,INS8_AddFriendship,INS8,primary,G3,root_with_references_or_summaries,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_ins8_g3_8e5c5f42,9823063,"{""persons"": 24328, ""person_knows_person"": 565247, ""posts"": 2597141, ""comments"": 6413095, ""forums"": 221792, ""places"": 1460}",247.93363684398355,completed,
ldbc_snb_is1_g0_edd90ee3,IS1_ProfileOfPerson,IS1,primary,G0,root_with_references,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_is1_g0_edd90ee3,9282144,"{""persons"": 24328, ""places"": 1460, ""person_is_located_in_place"": 24328, ""posts"": 2597141, ""comments"": 6413095, ""forums"": 221792}",250.3669675239944,completed,
ldbc_snb_is1_g3_6c817501,IS1_ProfileOfPerson,IS1,primary,G3,root_with_references_or_summaries,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_is1_g3_6c817501,9282144,"{""persons"": 24328, ""places"": 1460, ""person_is_located_in_place"": 24328, ""posts"": 2597141, ""comments"": 6413095, ""forums"": 221792}",239.7105143259978,completed,
ldbc_snb_is2_g0_1d094f1c,IS2_RecentMessagesOfPerson,IS2,secondary_affected,G0,root_with_references,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_is2_g0_1d094f1c,24681147,"{""persons"": 24328, ""posts"": 2597141, ""comments"": 6413095, ""post_has_creator_person"": 2597141, ""comment_has_creator_person"": 6413095, ""comment_reply_of_post"": 3161867, ""comment_reply_of_comment"": 3251228, ""forums"": 221792, ""places"": 1460}",405.218493510969,completed,
ldbc_snb_is2_g3_b993236d,IS2_RecentMessagesOfPerson,IS2,secondary_affected,G3,root_with_references_or_summaries,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_is2_g3_b993236d,24681147,"{""persons"": 24328, ""posts"": 2597141, ""comments"": 6413095, ""post_has_creator_person"": 2597141, ""comment_has_creator_person"": 6413095, ""comment_reply_of_post"": 3161867, ""comment_reply_of_comment"": 3251228, ""forums"": 221792, ""places"": 1460}",402.51681178598665,completed,
ldbc_snb_is2_g4_9622e695,IS2_RecentMessagesOfPerson,IS2,secondary_affected,G4,explicit_edge_collection,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_is2_g4_9622e695,24681147,"{""persons"": 24328, ""posts"": 2597141, ""comments"": 6413095, ""post_has_creator_person"": 2597141, ""comment_has_creator_person"": 6413095, ""comment_reply_of_post"": 3161867, ""comment_reply_of_comment"": 3251228, ""forums"": 221792, ""places"": 1460}",402.15977601497434,completed,
ldbc_snb_is2_g6_7253ed90,IS2_RecentMessagesOfPerson,IS2,secondary_affected,G6,referenced_or_reverse_indexed_edges,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_is2_g6_7253ed90,24681147,"{""persons"": 24328, ""posts"": 2597141, ""comments"": 6413095, ""post_has_creator_person"": 2597141, ""comment_has_creator_person"": 6413095, ""comment_reply_of_post"": 3161867, ""comment_reply_of_comment"": 3251228, ""forums"": 221792, ""places"": 1460}",407.01910156203667,completed,
ldbc_snb_is2_g7_26e684aa,IS2_RecentMessagesOfPerson,IS2,secondary_affected,G7,containment_baseline,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_is2_g7_26e684aa,24681147,"{""persons"": 24328, ""posts"": 2597141, ""comments"": 6413095, ""post_has_creator_person"": 2597141, ""comment_has_creator_person"": 6413095, ""comment_reply_of_post"": 3161867, ""comment_reply_of_comment"": 3251228, ""forums"": 221792, ""places"": 1460}",406.19300705299247,completed,
ldbc_snb_is2_g9_b1df45f6,IS2_RecentMessagesOfPerson,IS2,secondary_affected,G9,hybrid_containment,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_is2_g9_b1df45f6,24681147,"{""persons"": 24328, ""posts"": 2597141, ""comments"": 6413095, ""post_has_creator_person"": 2597141, ""comment_has_creator_person"": 6413095, ""comment_reply_of_post"": 3161867, ""comment_reply_of_comment"": 3251228, ""forums"": 221792, ""places"": 1460}",404.02817186701577,completed,
ldbc_snb_is3_g0_fc24df68,IS3_FriendsOfPerson,IS3,primary,G0,root_with_references,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_is3_g0_fc24df68,9823063,"{""persons"": 24328, ""person_knows_person"": 565247, ""posts"": 2597141, ""comments"": 6413095, ""forums"": 221792, ""places"": 1460}",246.8699627990136,completed,
ldbc_snb_is3_g3_ebc00ba6,IS3_FriendsOfPerson,IS3,primary,G3,root_with_references_or_summaries,persons,Person,ldbc_snb_sf3_exec_clean_ldbc_snb_is3_g3_ebc00ba6,9823063,"{""persons"": 24328, ""person_knows_person"": 565247, ""posts"": 2597141, ""comments"": 6413095, ""forums"": 221792, ""places"": 1460}",250.61398991203168,completed,
ldbc_snb_is4_g0_103e0c60,IS4_ContentOfMessage,IS4,control,G0,root_with_references,posts,Post,ldbc_snb_sf3_exec_clean_ldbc_snb_is4_g0_103e0c60,9257816,"{""posts"": 2597141, ""comments"": 6413095, ""persons"": 24328, ""forums"": 221792, ""places"": 1460}",241.2970376170124,completed,
ldbc_snb_is4_g1_c923c633,IS4_ContentOfMessage,IS4,primary,G1,single_entity_lookup,posts,Post,ldbc_snb_sf3_exec_clean_ldbc_snb_is4_g1_c923c633,9257816,"{""posts"": 2597141, ""comments"": 6413095, ""persons"": 24328, ""forums"": 221792, ""places"": 1460}",240.65683822100982,completed,
ldbc_snb_is5_g0_0e8582ef,IS5_CreatorOfMessage,IS5,primary,G0,root_with_references,posts,Post,ldbc_snb_sf3_exec_clean_ldbc_snb_is5_g0_0e8582ef,18268052,"{""posts"": 2597141, ""comments"": 6413095, ""persons"": 24328, ""post_has_creator_person"": 2597141, ""comment_has_creator_person"": 6413095, ""forums"": 221792, ""places"": 1460}",324.4606603390421,completed,
ldbc_snb_is5_g3_f332352f,IS5_CreatorOfMessage,IS5,primary,G3,root_with_references_or_summaries,posts,Post,ldbc_snb_sf3_exec_clean_ldbc_snb_is5_g3_f332352f,18268052,"{""posts"": 2597141, ""comments"": 6413095, ""persons"": 24328, ""post_has_creator_person"": 2597141, ""comment_has_creator_person"": 6413095, ""forums"": 221792, ""places"": 1460}",324.7515769499587,completed,
ldbc_snb_is6_g7_0aecbe5c,IS6_ForumOfMessage,IS6,primary,G7,containment_baseline,posts,Post,ldbc_snb_sf3_exec_clean_ldbc_snb_is6_g7_0aecbe5c,18489844,"{""posts"": 2597141, ""comments"": 6413095, ""forums"": 221792, ""persons"": 24328, ""forum_container_of_post"": 2597141, ""comment_reply_of_post"": 3161867, ""comment_reply_of_comment"": 3251228, ""forum_has_moderator_person"": 221792, ""places"": 1460}",352.46202946000267,completed,
ldbc_snb_is6_g9_c7584187,IS6_ForumOfMessage,IS6,primary,G9,hybrid_containment,posts,Post,ldbc_snb_sf3_exec_clean_ldbc_snb_is6_g9_c7584187,18489844,"{""posts"": 2597141, ""comments"": 6413095, ""forums"": 221792, ""persons"": 24328, ""forum_container_of_post"": 2597141, ""comment_reply_of_post"": 3161867, ""comment_reply_of_comment"": 3251228, ""forum_has_moderator_person"": 221792, ""places"": 1460}",355.5259464010014,completed,
ldbc_snb_is6_g0_768bbe02,IS6_ForumOfMessage,IS6,secondary_affected,G0,root_with_references,posts,Post,ldbc_snb_sf3_exec_clean_ldbc_snb_is6_g0_768bbe02,18489844,"{""posts"": 2597141, ""comments"": 6413095, ""forums"": 221792, ""persons"": 24328, ""forum_container_of_post"": 2597141, ""comment_reply_of_post"": 3161867, ""comment_reply_of_comment"": 3251228, ""forum_has_moderator_person"": 221792, ""places"": 1460}",356.7939235569793,completed,
ldbc_snb_is6_g3_f811f02c,IS6_ForumOfMessage,IS6,secondary_affected,G3,root_with_references_or_summaries,posts,Post,ldbc_snb_sf3_exec_clean_ldbc_snb_is6_g3_f811f02c,18489844,"{""posts"": 2597141, ""comments"": 6413095, ""forums"": 221792, ""persons"": 24328, ""forum_container_of_post"": 2597141, ""comment_reply_of_post"": 3161867, ""comment_reply_of_comment"": 3251228, ""forum_has_moderator_person"": 221792, ""places"": 1460}",360.7534971370478,completed,
