scale_label,official_id,query_name,query_group,n_tested_configs,n_activated_configs,DSR,best_config,best_group,best_design_pattern,best_p95_ms,top1_preserved_by_activated,activated_regret,best_primary_config,best_primary_p95_ms,primary_regret
sf0.1,INS8,INS8_AddFriendship,insert,2,2,0.8,G3,primary,root_with_references_or_summaries,1.948728306160774,True,0.0,G3,1.948728306160774,0.0
sf0.1,IS1,IS1_ProfileOfPerson,short_read,2,2,0.8,G0,primary,root_with_references,1.6773467978055117,True,0.0,G0,1.6773467978055117,0.0
sf0.1,IS2,IS2_RecentMessagesOfPerson,short_read,6,6,0.4,G6,secondary_affected,referenced_or_reverse_indexed_edges,2.2557887037692126,True,0.0,,,
sf0.1,IS3,IS3_FriendsOfPerson,short_read,2,2,0.8,G3,primary,root_with_references_or_summaries,2.853694301302312,True,0.0,G3,2.853694301302312,0.0
sf0.1,IS4,IS4_ContentOfMessage,short_read,2,1,0.9,G1,primary,single_entity_lookup,1.9409583990636747,True,0.0,G1,1.9409583990636747,0.0
sf0.1,IS5,IS5_CreatorOfMessage,short_read,2,2,0.8,G0,primary,root_with_references,1.1096553032984957,True,0.0,G0,1.1096553032984957,0.0
sf0.1,IS6,IS6_ForumOfMessage,short_read,4,4,0.6,G9,primary,hybrid_containment,1.170768500014674,True,0.0,G9,1.170768500014674,0.0
sf0.1,IS7,IS7_RepliesOfMessage,short_read,4,4,0.6,G0,primary,root_with_references,7.944003101874841,True,0.0,G0,7.944003101874841,0.0
sf1,IC1,IC1_TransitiveFriendsWithName,complex_read,2,2,0.8,G3,primary,root_with_references_or_summaries,227.727482256887,True,0.0,G3,227.727482256887,0.0
sf1,IC2,IC2_RecentMessagesByFriends,complex_read,2,2,0.8,G3,primary,root_with_references_or_summaries,37.090558947238605,True,0.0,G3,37.090558947238605,0.0
sf1,IC3,IC3_FriendsAndFriendsOfFriendsInCountries,complex_read,4,4,0.6,G7,secondary_affected,containment_baseline,191.8174951424589,True,0.0,G3,196.6271597528248,0.0250741706682899
sf1,IC4,IC4_NewTopics,complex_read,2,2,0.8,G0,primary,root_with_references,66.38714834698476,True,0.0,G0,66.38714834698476,0.0
sf1,IC5,IC5_NewGroups,complex_read,6,6,0.4,G6,secondary_affected,referenced_or_reverse_indexed_edges,176.75362160953227,True,0.0,G0,185.6731383522856,0.0504629928458128
sf1,IC6,IC6_TagCoOccurrence,complex_read,2,2,0.8,G3,primary,root_with_references_or_summaries,198.5287466013688,True,0.0,G3,198.5287466013688,0.0
sf1,IC7,IC7_RecentLikers,complex_read,4,4,0.6,G3,primary,root_with_references_or_summaries,7.0093220987473615,True,0.0,G3,7.0093220987473615,0.0
sf1,INS1,INS1_AddPerson,insert,2,2,0.8,G3,primary,root_with_references_or_summaries,1.6241159406490615,True,0.0,G3,1.6241159406490615,0.0
sf1,INS2,INS2_AddLikeToPost,insert,2,2,0.8,G6,primary,referenced_or_reverse_indexed_edges,1.159712503431365,True,0.0,G6,1.159712503431365,0.0
sf1,INS3,INS3_AddLikeToComment,insert,2,2,0.8,G6,primary,referenced_or_reverse_indexed_edges,1.868959490093402,True,0.0,G6,1.868959490093402,0.0
sf1,INS4,INS4_AddForum,insert,2,2,0.8,G0,primary,root_with_references,1.39100500382483,True,0.0,G0,1.39100500382483,0.0
sf1,INS5,INS5_AddForumMembership,insert,2,2,0.8,G4,primary,explicit_edge_collection,2.4009961780393496,True,0.0,G4,2.4009961780393496,0.0
sf1,INS6,INS6_AddPost,insert,4,4,0.6,G9,secondary_affected,hybrid_containment,2.18829244695371,True,0.0,G3,2.343452487548347,0.0709046182609792
sf1,INS7,INS7_AddComment,insert,4,4,0.6,G9,secondary_affected,hybrid_containment,2.159610408125445,True,0.0,G3,2.172901641461067,0.0061544588253577
sf1,INS8,INS8_AddFriendship,insert,2,2,0.8,G3,primary,root_with_references_or_summaries,1.9326052322867329,True,0.0,G3,1.9326052322867329,0.0
sf1,IS1,IS1_ProfileOfPerson,short_read,2,2,0.8,G0,primary,root_with_references,2.110691754205618,True,0.0,G0,2.110691754205618,0.0
sf1,IS2,IS2_RecentMessagesOfPerson,short_read,6,6,0.4,G9,secondary_affected,hybrid_containment,3.2308551410096698,True,0.0,,,
sf1,IS3,IS3_FriendsOfPerson,short_read,2,2,0.8,G0,primary,root_with_references,2.270170148403849,True,0.0,G0,2.270170148403849,0.0
sf1,IS4,IS4_ContentOfMessage,short_read,2,1,0.9,G0,control,root_with_references,2.2880744814756326,False,0.5178098346020632,G1,3.4728619502857314,0.5178098346020632
sf1,IS5,IS5_CreatorOfMessage,short_read,2,2,0.8,G0,primary,root_with_references,2.577594298054464,True,0.0,G0,2.577594298054464,0.0
sf1,IS6,IS6_ForumOfMessage,short_read,4,4,0.6,G9,primary,hybrid_containment,2.301289017486852,True,0.0,G9,2.301289017486852,0.0
sf1,IS7,IS7_RepliesOfMessage,short_read,4,4,0.6,G9,secondary_affected,hybrid_containment,11.009078891947864,True,0.0,G0,11.44705885089934,0.0397835244210866
sf3,IC1,IC1_TransitiveFriendsWithName,complex_read,2,2,0.8,G3,primary,root_with_references_or_summaries,260.0222475040937,True,0.0,G3,260.0222475040937,0.0
sf3,IC2,IC2_RecentMessagesByFriends,complex_read,2,2,0.8,G0,primary,root_with_references,36.10532139864517,True,0.0,G0,36.10532139864517,0.0
sf3,IC3,IC3_FriendsAndFriendsOfFriendsInCountries,complex_read,4,4,0.6,G0,primary,root_with_references,205.56545419531176,True,0.0,G0,205.56545419531176,0.0
sf3,IC4,IC4_NewTopics,complex_read,2,2,0.8,G0,primary,root_with_references,45.1884718509973,True,0.0,G0,45.1884718509973,0.0
sf3,IC5,IC5_NewGroups,complex_read,6,6,0.4,G7,secondary_affected,containment_baseline,193.8014049548656,True,0.0,G3,205.2031500483281,0.0588321075180948
sf3,IC6,IC6_TagCoOccurrence,complex_read,2,2,0.8,G0,primary,root_with_references,253.19213405746268,True,0.0,G0,253.19213405746268,0.0
sf3,IC7,IC7_RecentLikers,complex_read,4,4,0.6,G4,secondary_affected,explicit_edge_collection,8.036814247316215,True,0.0,G0,9.72743819002062,0.210359962377999
sf3,INS1,INS1_AddPerson,insert,2,2,0.8,G3,primary,root_with_references_or_summaries,1.432566391304135,True,0.0,G3,1.432566391304135,0.0
sf3,INS2,INS2_AddLikeToPost,insert,2,2,0.8,G6,primary,referenced_or_reverse_indexed_edges,1.6308153048157683,True,0.0,G6,1.6308153048157683,0.0
sf3,INS3,INS3_AddLikeToComment,insert,2,2,0.8,G4,primary,explicit_edge_collection,1.3124491510097869,True,0.0,G4,1.3124491510097869,0.0
sf3,INS4,INS4_AddForum,insert,2,2,0.8,G3,primary,root_with_references_or_summaries,1.4339607529109342,True,0.0,G3,1.4339607529109342,0.0
sf3,INS5,INS5_AddForumMembership,insert,2,2,0.8,G6,primary,referenced_or_reverse_indexed_edges,1.6525435086805365,True,0.0,G6,1.6525435086805365,0.0
sf3,INS6,INS6_AddPost,insert,4,4,0.6,G7,secondary_affected,containment_baseline,2.20732415036764,True,0.0,G0,2.5807798199821264,0.1691893189100865
sf3,INS7,INS7_AddComment,insert,4,4,0.6,G7,secondary_affected,containment_baseline,1.2418729689670729,True,0.0,G0,1.4061904716072602,0.1323142597884695
sf3,INS8,INS8_AddFriendship,insert,2,2,0.8,G3,primary,root_with_references_or_summaries,1.566860551247373,True,0.0,G3,1.566860551247373,0.0
sf3,IS1,IS1_ProfileOfPerson,short_read,2,2,0.8,G3,primary,root_with_references_or_summaries,1.229828267241828,True,0.0,G3,1.229828267241828,0.0
sf3,IS2,IS2_RecentMessagesOfPerson,short_read,6,6,0.4,G0,secondary_affected,root_with_references,2.7112717303680247,True,0.0,,,
sf3,IS3,IS3_FriendsOfPerson,short_read,2,2,0.8,G0,primary,root_with_references,2.661645182524808,True,0.0,G0,2.661645182524808,0.0
sf3,IS4,IS4_ContentOfMessage,short_read,2,1,0.9,G1,primary,single_entity_lookup,1.2613651109859347,True,0.0,G1,1.2613651109859347,0.0
sf3,IS5,IS5_CreatorOfMessage,short_read,2,2,0.8,G0,primary,root_with_references,1.4240613440051677,True,0.0,G0,1.4240613440051677,0.0
sf3,IS6,IS6_ForumOfMessage,short_read,4,4,0.6,G0,secondary_affected,root_with_references,1.3323502091225234,True,0.0,G7,2.3992693721083924,0.8007798217621285
sf3,IS7,IS7_RepliesOfMessage,short_read,4,4,0.6,G7,secondary_affected,containment_baseline,14.036817901069298,True,0.0,G3,21.146798258996554,0.5065236585697697
