candidate_id,collection_name,root_entity,documents_inserted,elapsed_seconds,load_status
q6_tech_uslisted_securities_with_high_last_traded_value__control__normalized_reference_baseline,listed_securitys_normalized_baseline,ListedSecurity,2745,0.3235946699278429,completed
q6_tech_uslisted_securities_with_high_last_traded_value__g1__embed_descriptors,listed_securitys_with_descriptors,ListedSecurity,2745,0.2978003768948838,completed
q6_tech_uslisted_securities_with_high_last_traded_value__g3__association_references,listed_securitys_with_references,ListedSecurity,2745,0.16183332400396466,completed
q6_tech_uslisted_securities_with_high_last_traded_value__g5__shared_targets_as_references,listed_securitys_shared_refs,ListedSecurity,2745,0.19856316095683724,completed
q6_tech_uslisted_securities_with_high_last_traded_value__g7__update_aware_references,listed_securitys_update_aware,ListedSecurity,2745,0.25174726208206266,completed
q6_tech_uslisted_securities_with_high_last_traded_value__g9__tradeoff_benchmark_candidate,listed_securitys_tradeoff,ListedSecurity,2745,0.3463026490062475,completed
q7_persons_who_bought_more_ibmthan_sold__control__normalized_reference_baseline,persons_normalized_baseline,Person,50100,10.304306591046043,completed
q7_persons_who_bought_more_ibmthan_sold__g2__embed_containment_children,persons_with_containment,Person,50100,4.980564169003628,completed
q7_persons_who_bought_more_ibmthan_sold__g3__association_references,persons_with_references,Person,50100,8.693021819926798,completed
q7_persons_who_bought_more_ibmthan_sold__g4__deep_nested_path,persons_deep_nested,Person,50100,24.30959178507328,completed
q7_persons_who_bought_more_ibmthan_sold__g5__shared_targets_as_references,persons_shared_refs,Person,50100,10.284604978049174,completed
q7_persons_who_bought_more_ibmthan_sold__g6__materialized_query_view,persons_q7_persons_who_bought_more_ibmthan_sold_materialized,Person,50100,24.76471140398644,completed
q7_persons_who_bought_more_ibmthan_sold__g7__update_aware_references,persons_update_aware,Person,50100,10.467395283980295,completed
q7_persons_who_bought_more_ibmthan_sold__g9__tradeoff_benchmark_candidate,persons_tradeoff,Person,50100,10.840907171019353,completed
q8_ibmtransactions_below_average_selling_price__control__normalized_reference_baseline,transactions_normalized_baseline,Transaction,500000,74.33728363201953,completed
q8_ibmtransactions_below_average_selling_price__g3__association_references,transactions_with_references,Transaction,500000,69.89777896599844,completed
q8_ibmtransactions_below_average_selling_price__g5__shared_targets_as_references,transactions_shared_refs,Transaction,500000,78.50372060202062,completed
q8_ibmtransactions_below_average_selling_price__g6__materialized_query_view,transactions_q8_ibmtransactions_below_average_selling_price_materialized,Transaction,500000,152.4654396760743,completed
q8_ibmtransactions_below_average_selling_price__g7__update_aware_references,transactions_update_aware,Transaction,500000,78.86161562101915,completed
q8_ibmtransactions_below_average_selling_price__g9__tradeoff_benchmark_candidate,transactions_tradeoff,Transaction,500000,79.20463908300735,completed
q9_persons_who_bought_and_sold_same_stock__control__normalized_reference_baseline,persons_normalized_baseline,Person,50100,7.6228094910038635,completed
q9_persons_who_bought_and_sold_same_stock__g2__embed_containment_children,persons_with_containment,Person,50100,4.840611321036704,completed
q9_persons_who_bought_and_sold_same_stock__g3__association_references,persons_with_references,Person,50100,8.946342412033118,completed
q9_persons_who_bought_and_sold_same_stock__g4__deep_nested_path,persons_deep_nested,Person,50100,23.327305854065344,completed
q9_persons_who_bought_and_sold_same_stock__g5__shared_targets_as_references,persons_shared_refs,Person,50100,9.715491834911518,completed
q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,persons_update_aware,Person,50100,9.9895688300021,completed
q9_persons_who_bought_and_sold_same_stock__g9__tradeoff_benchmark_candidate,persons_tradeoff,Person,50100,10.323761704959907,completed
